date,Pct,50ma,100ma,200ma,MOM_1,MOM_5,Bollinger,MACD,MACD_SIGNAL,MACD_DIFF,cci,adx,trix,atr,RSI,wr_10,y
2011-04-04,0.005177993527510916,38.19587467284362,36.30081697730547,34.29245672319742,0.005177993527510916,0.013707571801571339,0.6230030115442332,0.1696075670017052,0.07590659053529267,0.09370097646641254,104.12945351068352,19.542406900671022,0.023499383932211307,0.7168332101448303,0.5771944649189054,13.74407582938922,1
2011-04-05,0.005179110919291574,38.2260951271839,36.35301623144217,34.32627899717614,0.005179110919291574,0.01762917813407827,0.7473783357065888,0.21136032354410617,0.10299733713705538,0.10836298640705079,117.11294048025724,23.402935999665978,0.04083331998606339,0.7087651624139852,0.59619000178133,8.481257036094114,1
2011-04-06,0.02275654787462389,38.276599175858586,36.41910562278412,34.36679036208586,0.02275654787462389,0.031152064141442892,1.210676329600189,0.3125850091549367,0.14491487154063165,0.16767013761430505,209.62422883517883,31.5730705635535,0.06625582435613483,0.7270341808923433,0.6672881762703727,3.122884394955987,0
2011-04-07,-0.005037783375314353,38.321242064924746,36.4865985226619,34.40396829436661,-0.005037783375314353,0.03374660741084745,0.9147586632217136,0.37227227444031996,0.19038635212056934,0.18188592231975062,165.7172693428011,37.72781130810303,0.09275973269820555,0.7254265464641759,0.6398200347003393,15.815079996131603,0
2011-04-08,-0.011814345991576491,38.35448912285869,36.54547816283765,34.442371355801335,-0.011814345991576491,0.016023677531891822,0.566239257718729,0.3773256436984269,0.2277742104361409,0.149551433262286,103.88588217215472,37.211678056419544,0.11337116944494119,0.7353164120113779,0.5798426564999263,37.956191990791275,0
2011-04-11,0.0004269854825040831,38.39741496111257,36.60844195865108,34.47499932393829,0.0004269854825040831,0.011221406991794192,0.5210818185351181,0.3783229623227271,0.25788396081345816,0.12043900150926895,82.84920811747776,36.84301144807419,0.1288213676390666,0.7139463787917794,0.5813520596547616,37.16543799096371,0
2011-04-12,-0.004694835680740028,38.42997663889843,36.673143663384366,34.51044446207645,-0.004694835680740028,0.0012881064834755485,0.3720583899592946,0.36007349579038106,0.27832186780884277,0.08175162798153829,38.65845226002946,29.407650555399833,0.1379158124459553,0.7144717630492233,0.5576213850571624,55.46013075780648,0
2011-04-13,-0.00836192109777223,38.439478673518295,36.730574609578404,34.550403926641245,-0.00836192109777223,-0.02917716204869425,0.12332417172493629,0.3155784753765971,0.28577318932239365,0.02980528605420346,7.797390976433878,22.227029163554118,0.13896432298287303,0.7527021537292788,0.5173082233602881,74.10620920226422,0
2011-04-14,-0.027675675675689737,38.43551793523549,36.77935309905712,34.58686544680359,-0.027675675675689737,-0.05126582278482006,-0.7615737001547811,0.191480823140175,0.2669147160859499,-0.0754338929457749,-160.28402450768206,25.078685075528906,0.12439319782920878,0.7792154846299733,0.41202463683154067,97.92387543251591,0
2011-04-15,-0.0017789637536044234,38.430048395708425,36.83496012066321,34.62498601925522,-0.0017789637536044234,-0.04163108454311204,-0.757088906314005,0.08671866609943635,0.23087550608864718,-0.14415683998921083,-156.8446689479782,27.638901369995544,0.10025689090404878,0.7559079790446176,0.4064567508835881,97.97979797978795,0
2011-04-18,-0.02071730897750812,38.42349407899699,36.89009987332116,34.6602467931723,-0.02071730897750812,-0.06188647033717831,-1.1353469741848803,-0.058571402608436074,0.17298612434923052,-0.2315575269576666,-219.43644379554414,35.80453943643138,0.06415380427123117,0.783390498101145,0.3476430693034001,89.92974238875969,1
2011-04-19,0.015698362147402056,38.41333296869859,36.94661127481891,34.69632105411692,0.015698362147402056,-0.04266509433964161,-0.7049794447252592,-0.12556287550086154,0.1132763243792121,-0.23883919988007363,-133.2323290883376,37.30688962055896,0.028375545340513498,0.7843473786750632,0.4152579258369878,73.76814988290788,1
2011-04-20,-0.0020179126138409886,38.39765621197235,37.00786662795497,34.72444435354725,-0.0020179126138409886,-0.03654054054054168,-0.6995166511415298,-0.1826464477641636,0.054091769950536946,-0.23673821771470055,-101.42018166126945,35.36527894708947,-0.005754001827971203,0.7900286133500585,0.4092932224727937,75.87822014050202,1
2011-04-21,0.0026929982046541845,38.39450359290703,37.06671200498534,34.753029276230556,0.0026929982046541845,-0.006448743606849328,-0.5954077368631073,-0.21725980213958707,-0.0001785444674878734,-0.21708125767209918,-80.99508063626234,33.978414180325544,-0.03575774599569301,0.7767323225331257,0.4212173755606559,72.15496368038885,1
2011-04-25,-0.001566696508490284,38.38316929332941,37.12921999855409,34.7784495191684,-0.001566696508490284,-0.00623746936956493,-0.5831175354573678,-0.24658609922059327,-0.04946005541810897,-0.1971260438024843,-63.1588905991828,30.582756988651003,-0.06180039686731382,0.7595930640609736,0.415942762108192,71.87499999998435,1
2011-04-26,0.011432414256881573,38.36303814171129,37.18975588720532,34.804593747606035,0.011432414256881573,0.026387625113741375,-0.3206209370620817,-0.23263004001583454,-0.0860940523376541,-0.14653598767818043,-35.517789700245956,23.101118106574585,-0.07953472801878525,0.754461619442404,0.46819376213292485,58.59374999999615,1
2011-04-27,0.00842198581559983,38.349781818155634,37.243812887396146,34.82696379107494,0.00842198581559983,0.019034671814848192,-0.13362135580278667,-0.19362021410675112,-0.10759928469147352,-0.0860209294152776,-8.444968206542033,17.494347007645402,-0.08780746978738853,0.7353185984414468,0.5038128514899012,48.697916666665265,0
2011-04-28,0.007692307692314548,38.337724909859155,37.2983055811633,34.851342536665186,0.007692307692314548,0.028949730700172926,0.04055297367983652,-0.13743312540233887,-0.1135660528336466,-0.023867072568692277,26.04725238405419,16.674020101221895,-0.0867129747851164,0.713948409048272,0.5347236012593501,3.3333333333166606,0
2011-04-29,-0.004798255179949251,38.30329103821321,37.34849491149721,34.87434097113166,-0.004798255179949251,0.021262309758273368,-0.05873635287732017,-0.1065651813281292,-0.11216587853254313,0.005600697204413932,34.65635852500864,17.02563691560957,-0.08143298803854666,0.7000955401466096,0.5130867458129245,15.662650602416637,0
2011-05-02,-0.009861932938838747,38.263310793606934,37.40036796553558,34.90152741656872,-0.009861932938838747,0.012777404169463935,-0.2497574943598025,-0.1112744808658519,-0.1119875989992049,0.000713118133352994,25.51617849482,13.064800363141632,-0.07723378251122504,0.7028084456999945,0.47109643186939115,33.73493975901415,0
2011-05-03,0.01637892872950908,38.23274044830851,37.450031452240985,34.93165069488506,0.01637892872950908,0.017730496453890243,0.11151397632212182,-0.06418507747533653,-0.10242709469443122,0.03824201721909469,62.31168819543841,11.688687261613538,-0.06777820703083433,0.7250974709788521,0.538047772887006,6.493506493512522,0
2011-05-04,-0.009146341463407315,38.22832688242945,37.49158926825301,34.95755763356935,-0.009146341463407315,0.0,-0.06456949574688105,-0.05466102033083331,-0.09287387982171165,0.03821285949087834,78.46133771231331,10.705749331950615,-0.058832754818239866,0.7188354702595052,0.49940750720623295,26.760563380284054,0
2011-05-05,-0.007252747252743386,38.21921196733851,37.525212968987354,34.987115553710524,-0.007252747252743386,-0.014830970556164225,-0.18539476462662957,-0.068655437686445,-0.08803019139465833,0.01937475370821333,32.17796171757172,13.828475776556314,-0.0531856209421943,0.7106244039490406,0.4707984452280352,46.15384615384168,0
2011-05-06,-0.0028780163825466998,38.20875059493521,37.55707970669816,35.01225852444708,-0.0028780163825466998,-0.012930089853147031,-0.2185901060743051,-0.0875351945257492,-0.08793119202087651,0.0003959974951273093,13.776006692370373,18.696341966011666,-0.05074536966110379,0.716778862676609,0.4596280341001793,60.946745562083194,0
2011-05-09,-0.0017761989342980344,38.18410024046835,37.59427507443488,35.03506870046028,-0.0017761989342980344,-0.004869411243928146,-0.23045928495910803,-0.10668200881764989,-0.0916813553802312,-0.015000653437418687,-54.67429749354342,26.24942236482176,-0.050862647768492454,0.7129083117821369,0.45251268498302616,63.4285714286034,0
2011-05-10,0.004448398576516466,38.16263793341655,37.63798090600383,35.05663707285108,0.004448398576516466,-0.01655052264807777,-0.04114441170526025,-0.1070859895460643,-0.09476228221339783,-0.012323707332666467,4.12411626078219,24.418289956624196,-0.05074229334143762,0.69433703282877,0.4744182603192126,52.00000000001642,0
2011-05-11,-0.02059344552699649,38.14376142783859,37.67553233982329,35.072807404258654,-0.02059344552699649,-0.027912087912071004,-0.75264799834828,-0.16840535424111636,-0.10949089661894156,-0.0589144576221748,-139.70435347630527,30.202332599103013,-0.05774196514462789,0.7076457535997863,0.3952288851189472,93.87755102037742,0
