Date,Calculated,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
2008-06-08,-0.7916651639156854,0.046722376327751586,0.03424943940685629,0.012804489911906792,0.061460308603019584,0.016143553178847296,0.035474645685815105,0.016426839826839828,0.023490421455938697
2008-06-09,-0.8333333333333334,0.060970605060409216,0.040148201200674964,0.009583524027459954,0.05958034713566854,0.020750988142292492,0.02082200890896543,0.015331296154825565,0.05105761396809991
2008-06-10,-1.0,0.06087442201761087,0.04708578263841421,0.029863187380215248,0.09289570628889514,0.0236482683982684,0.05492271118973904,0.0186342627960275,0.038973228525860104
2008-06-11,-0.8,0.0488899338209683,0.02301567398119122,0.03166771159874608,0.04790272179927352,0.017621140410187065,0.02890456287008011,0.01168234064785789,0.037656785642266585
2008-06-12,-0.6464355387837823,0.059321880733645437,0.024845986257750967,0.029839789839789844,0.06392838425191366,0.024173160173160176,0.041119194530959226,0.007494152905917612,0.03266614866614867
2008-06-13,-0.9615370743837096,0.05903419489007724,0.03537088249441191,0.030202267775797185,0.08091913957502193,0.02260819964349376,0.04273159041394336,0.01738736383442266,0.03911291061879297
2008-06-14,-0.580502051439812,0.055872509038749456,0.03900281429186094,0.021062657386186796,0.05793394977666076,0.023345318364499948,0.035683869507398915,0.018708994708994706,0.049023176850586686
2008-06-15,-0.6363636363636364,0.07583284802722144,0.04672571781910945,0.018097105508870212,0.07402561604351887,0.01228068038809727,0.048631179562125856,0.024165259860912034,0.05153852740041998
2008-06-16,-0.8009318725868821,0.040490801366962356,0.030013566825331534,0.015633364685996267,0.06448329970682912,0.024833613445378152,0.03176872016872018,0.015493506493506493,0.027833613445378148
2008-06-17,-0.8181719828541186,0.04196969696969697,0.0036363636363636364,0.007105263157894737,0.06368102073365231,0.034777777777777776,0.030618819776714514,0.01468253968253968,0.07144148249411407
2008-06-18,-0.6923076923076923,0.08144456389021607,0.07278471528471528,0.04422506117071334,0.0898680377593421,0.02041883116883117,0.06752564947130164,0.02115074659639877,0.06969755003450656
2008-06-19,-0.5555555555555556,0.057174022394103526,0.028651970691017343,0.02877784960137901,0.06279042711852043,0.015180618401206636,0.05896214896214896,0.031292501616031025,0.03963176692588457
2008-06-20,-0.9285533969119327,0.07300751646014804,0.035586013986013985,0.05375058275058275,0.10663096318885794,0.015317171717171719,0.05828102073365232,0.023897182349813927,0.02976723627249943
2008-06-21,-0.8571428571428571,0.05128091321194769,0.04084756877860325,0.01824580017683466,0.060429986361020836,0.014576719576719577,0.03426311619415067,0.01543222039773764,0.048807599807599814
2008-06-22,-0.7,0.05649080603584747,0.03545509726244771,0.02368590831918506,0.06218849723353868,0.019045470009866294,0.0290581489817483,0.020676470588235293,0.036601244300934706
2008-06-23,-0.7272628919450277,0.03813239472945356,0.012940756302521008,0.023215506062564888,0.06651951545186839,0.00445,0.03638427356956769,0.008190573152337859,0.033420304815956994
2008-06-24,-0.41666140702414456,0.04644946661443423,0.02811905616394264,0.029928012082575974,0.0709242688237192,0.028432160312805477,0.049957718008833626,0.030638205585264408,0.046626020328918966
2008-06-25,-0.5833333333333334,0.07587400240661109,0.0339697502932797,0.022697263520792932,0.0812983180265789,0.02343515525868467,0.04150541045106262,0.0139640522875817,0.038582931797765556
2008-06-26,-0.9444424407764694,0.05706437566932923,0.0350892965154575,0.012973950026581605,0.07002452409387393,0.011997462461858746,0.03319627168682897,0.011352213457476617,0.033890725854812544
2008-06-27,-0.6763428620188231,0.056154468838735816,0.03504481792717087,0.02640847268856509,0.06511497625201117,0.020846872082166196,0.04338357124546383,0.021979757328903435,0.04998367554765542
2008-06-28,-0.7672927282154504,0.06580879997528355,0.046059207144571165,0.02981209492594692,0.04913347529995888,0.025159753280721023,0.03954741337094278,0.013212400502723083,0.04263089448715635
2008-06-29,-0.9840351697111308,0.06012539463946113,0.02989526245280721,0.033670544100211613,0.05233101936426745,0.03380319084155402,0.040266444742148064,0.02665389247486434,0.051296845902983994
2008-06-30,-1.0,0.050538202538202535,0.044536026936026936,0.024747474747474744,0.06658197358197358,0.018222222222222223,0.04094224294224294,0.02474747474747475,0.041409246309246306
2008-07-01,-0.45454545454545453,0.025131623931623933,0.03832683982683983,0.0027884615384615387,0.046072688422688426,0.039975585346553086,0.018741707965237376,0.014246031746031744,0.07055789894271867
2008-07-02,-0.6111131147790861,0.03541100087651812,0.05483765907295318,0.016967476967476972,0.058082244890561324,0.021908091908091905,0.03069942509597682,0.024822112753147232,0.05519223260399731
2008-07-03,-0.7499981966988225,0.058244036262185085,0.03368521653784812,0.02683751467919291,0.07107100429077583,0.01983686488949647,0.06739252198876411,0.0232629943156259,0.033122579175210755
2008-07-04,-0.714277986528236,0.03342452529549304,0.026671482541174355,0.011129150419472999,0.07936505399186156,0.02420057899090157,0.03498942782591281,0.020387246852764093,0.04694505494505494
2008-07-05,-0.8333333333333334,0.0575022104332449,0.020484848484848484,0.015349657104220999,0.07881526579893185,0.012971064023695602,0.038927451858486346,0.01880952380952381,0.034550480479273046
2008-07-06,-0.6153846153846154,0.05024494561591335,0.026042570332892912,0.028635161135161135,0.06542043946660187,0.03638793046857563,0.0466902401557574,0.015570429570429568,0.06679309517574256
2008-07-07,-0.6666666666666666,0.07055592718920393,0.03623019915379848,0.03780845244172917,0.08446798355389187,0.039384321017597756,0.0639989157418699,0.04784363947691621,0.044579840193762085
2008-07-08,-0.8,0.059250488074017484,0.01590035695298853,0.022412698412698412,0.06458655723361606,0.018808853685014677,0.048172415819474644,0.010896471949103528,0.04381895469511568
2008-07-09,-1.0,0.058504524020273105,0.038750837965671726,0.02348408425154959,0.08239574093067159,0.010666666666666666,0.05298027221428756,0.033781548800730386,0.032303030303030306
2008-07-10,-1.0,0.031425535249064655,0.030555555555555555,0.015281385281385283,0.07720808603161544,0.025241830065359475,0.029187440010969422,0.003076923076923077,0.047260216907275734
2008-07-11,-0.6153846153846154,0.03515213762272586,0.03408425266489783,0.008342245989304813,0.033680502504031914,0.029706465577433325,0.020878752282926856,0.012035190615835778,0.040098124098124105
2008-07-12,-0.8,0.05794671341730165,0.03099303964009847,0.013715728715728716,0.06912857077562959,0.01873289455642397,0.030969122380887084,0.014158730158730157,0.03970969553322495
2008-07-13,-0.9999916777996388,0.04932452514805456,0.0186279602750191,0.012837828837828837,0.05991926431056866,0.015203130203130204,0.025474192474192473,0.005,0.024788708307889894
2008-07-14,-0.41666215852642036,0.050679726071030426,0.03515182884748102,0.02265182884748102,0.0644575038488082,0.03473304473304474,0.03725152625152625,0.00753968253968254,0.03981240981240981
2008-07-15,-0.6363636363636364,0.03242857142857143,0.02735064935064935,0.01997835497835498,0.04666089466089466,0.023683982683982686,0.03734920634920634,0.027095238095238096,0.03819214119214119
2008-07-16,-0.7,0.04002104459904971,0.020230533149714732,0.020081376424087423,0.047410290440927136,0.022374408881825764,0.055814270980511387,0.011055369751021926,0.05279838861726061
2008-07-17,-0.47174520064795455,0.07396823357749806,0.054959054301765294,0.0488238760387098,0.06861421678070036,0.02547748330101271,0.06012420617543957,0.0318304244774833,0.03217806229191428
2008-07-18,-0.8,0.04719930069930069,0.049202464202464206,0.013743589743589744,0.06812742812742813,0.019746919746919746,0.025925407925407925,0.01791142191142191,0.03564102564102564
2008-07-19,-0.8181818181818182,0.04401735041704082,0.027643417366946775,0.01837858862843383,0.06968734536876953,0.028483688207217618,0.02256871137118815,0.0137514012303486,0.03660714428330527
2008-07-20,-0.8,0.04783892262796928,0.023842712842712842,0.028616288939818352,0.07841867620772287,0.014634721600238845,0.04677662860015801,0.016218020541549954,0.04713983435991549
2008-07-21,-0.7500012880722696,0.04437090698348304,0.03957042657626639,0.03112651727357609,0.06902846247879946,0.014839627805145045,0.03480455356039338,0.02259190988223246,0.04375856045050575
2008-07-22,-0.7,0.04263586592618851,0.034709401709401705,0.03226373626373626,0.07735015164047422,0.015487179487179488,0.04152014652014652,0.0208974358974359,0.04724786324786325
2008-07-23,-0.7142857142857143,0.0564766183782411,0.036653582108869175,0.014299478412054478,0.0766577840146938,0.024802932758219827,0.04097132656860146,0.02372952903775728,0.05325957398472611
2008-07-24,-1.0,0.05737756446452098,0.03889497459062676,0.018453102453102454,0.071377564464521,0.007453416149068323,0.043081121776773944,0.0398271535228057,0.04295692954388607
2008-07-25,-0.5,0.041935082473688795,0.017920489539741034,0.01557237386269644,0.055479206160833086,0.013548694667946162,0.01835259364291622,0.015043069833392413,0.03572527783478547
2008-07-26,-0.49999098428294203,0.05728026875085699,0.02767094017094017,0.03232556332556332,0.07422628408817666,0.026940559440559442,0.046727064069775066,0.04502698636969736,0.046983294483294476
2008-07-27,-0.75,0.06746931550776686,0.013017430678600093,0.021557312252964426,0.0929775959995556,0.0048951048951048955,0.05148683055976467,0.02304249390456287,0.020586531908870737
2008-07-28,-1.0,0.06277122337736149,0.020238088472103816,0.023043771043771043,0.10913837313581559,0.004239130434782609,0.05935053432879519,0.02632798143411954,0.04078674948240165
2008-07-29,-1.0,0.0835835053835054,0.04262559662559664,0.039524963924963935,0.12015385725385727,0.007519147519147519,0.0724665612165612,0.028097818847818846,0.02885589965589966
